name, type, manufacturer, barcode, price
Microwave,Office Supplies,Lactaid,1392496558,533.1133604049683
Oven,Food,Lactaid,1738527758,950.6577849388123
Electric Kettle,Food,Lactaid,1201414612,357.5735092163086
Coffee Maker,Personal Gadget,Lactaid,1982989998,86.00848913192749
Heater,Office Supplies,Lactaid,1254787665,311.209499835968
Humidifier,Home Supplies,Lactaid,1115252151,167.6129698753357
Gaming Console,Personal Gadget,Lactaid,1855588583,372.3899722099304
Pen,Office Supplies,Lactaid,1471655140,288.76352310180664
Pencil,Personal Gadget,Lactaid,1251456711,472.04357385635376
Notepad,Home Supplies,Lactaid,1709248252,39.32136297225952
Sticky Notes,Food,Lactaid,1192435589,573.5910534858704
Calendar,Office Supplies,Lactaid,1885827540,834.8684310913086
Planner,Food,Lactaid,1676905140,470.32850980758667
Highlighter,Food,Lactaid,1921824284,721.9775319099426
Sharpener,Home Supplies,Lactaid,1921564612,656.7803025245667
Notebook,Food,Lactaid,1501577153,282.693088054657
Journal,Home Appliances,Lactaid,1382251002,314.0326142311096
Diary,Food,Lactaid,1294339853,764.1707062721252
Printer,Home Supplies,Lactaid,1464361908,563.5159611701965
Trashcan,Home Supplies,Lactaid,1315444454,595.3027606010437
Chair,Home Supplies,Lactaid,1840983815,756.5192580223083
Tape,Food,Lactaid,1665706628,596.2488055229187
Eraser,Home Supplies,Lactaid,1380417500,573.3894109725952
Iphone X,Home Supplies,Shamrock Farms,1658404400,967.4172401428223
Ipad Pro,Home Supplies,Shamrock Farms,1050183834,80.53350448608398
Macbook Pro,Office Supplies,Shamrock Farms,1109583341,293.0558919906616
XPS 13,Home Appliances,Shamrock Farms,1679946455,936.758279800415
Noise Cancelling Series 2,Home Supplies,Shamrock Farms,1986268533,495.76646089553833
Inspiron,Food,Shamrock Farms,1639895333,533.0272912979126
Macbook Air,Food,Shamrock Farms,1601247179,819.6684122085571
Chips,Food,Shamrock Farms,1723407611,699.4085907936096
Milk,Personal Gadget,Shamrock Farms,1550901767,342.40859746932983
Yoghurt,Home Supplies,Shamrock Farms,1353281441,505.94526529312134
Cheese,Home Appliances,Shamrock Farms,1818224599,263.70084285736084
Chicken Breast,Home Appliances,Shamrock Farms,1590185952,734.6810102462769
Frozen Pizza,Home Appliances,Shamrock Farms,1126356504,787.6483201980591
Bagels,Home Appliances,Shamrock Farms,1881478502,500.4781484603882
Bread,Home Appliances,Shamrock Farms,1214116492,7.946610450744629
Cookies,Personal Gadget,Shamrock Farms,1510119300,769.1010236740112
Sparkling Water,Food,Shamrock Farms,1215003399,972.5120067596436
Energy Drink,Office Supplies,Shamrock Farms,1889605475,760.9224319458008
Soda,Home Supplies,Shamrock Farms,1521653996,403.56558561325073
Root Beer,Home Appliances,Shamrock Farms,1194813874,364.31294679641724
Juice,Office Supplies,Shamrock Farms,1190964680,190.30743837356567
Toilet Paper,Personal Gadget,Shamrock Farms,1954174457,219.1675901412964
Tooth Brush,Home Supplies,Shamrock Farms,1138873011,266.7243480682373
Mouthwash,Home Appliances,Shamrock Farms,1680107352,401.12441778182983
Toothpaste,Food,Shamrock Farms,1651632638,302.6163578033447
Soap,Food,Shamrock Farms,1047186206,51.966309547424316
Shampoo,Office Supplies,Shamrock Farms,1431396751,440.5413866043091
Shower Gel,Home Appliances,Shamrock Farms,1596702044,600.726068019867
Dish Soap,Home Supplies,Shamrock Farms,1842782132,227.13756561279297
Towels,Office Supplies,Shamrock Farms,1148484475,720.5241322517395
Cutlery,Office Supplies,Shamrock Farms,1844167566,739.3839359283447
Sanitizer,Home Appliances,Shamrock Farms,1622905268,13.658702373504639
Laundry Detergent,Home Appliances,Shamrock Farms,1398762699,473.11949729919434
Fabric Softener,Office Supplies,Shamrock Farms,1545481617,835.5792760848999
Dishwasher,Home Supplies,Shamrock Farms,1857570576,824.0095376968384
Refrigerator,Office Supplies,Shamrock Farms,1241577169,208.8589072227478
TV,Food,Shamrock Farms,1796482728,384.69064235687256
Sound System,Office Supplies,Shamrock Farms,1388156903,571.0253715515137
Microwave,Office Supplies,Shamrock Farms,1245743304,943.739116191864
Oven,Food,Shamrock Farms,1822801646,103.12020778656006
Electric Kettle,Home Supplies,Shamrock Farms,1860374045,93.21773052215576
Coffee Maker,Office Supplies,Shamrock Farms,1107268603,635.2631449699402
Heater,Office Supplies,Shamrock Farms,1798967016,25.79551935195923
Humidifier,Office Supplies,Shamrock Farms,1484458547,985.5669140815735
Gaming Console,Personal Gadget,Shamrock Farms,1375252313,176.89025402069092
Pen,Home Supplies,Shamrock Farms,1375009192,1.8491148948669434
Pencil,Personal Gadget,Shamrock Farms,1657387254,292.13547706604004
Notepad,Personal Gadget,Shamrock Farms,1144790806,312.2434616088867
Sticky Notes,Home Supplies,Shamrock Farms,1364965316,679.0517568588257
Calendar,Home Appliances,Shamrock Farms,1389872609,699.6433734893799
Planner,Office Supplies,Shamrock Farms,1669912276,440.5486583709717
Highlighter,Food,Shamrock Farms,1674223195,272.68123626708984
Sharpener,Home Supplies,Shamrock Farms,1876947092,446.36744260787964
Notebook,Home Appliances,Shamrock Farms,1401291596,967.5402641296387
Journal,Home Supplies,Shamrock Farms,1739989816,439.49300050735474
Diary,Office Supplies,Shamrock Farms,1078103997,963.3122682571411
Printer,Home Supplies,Shamrock Farms,1176273468,713.7392163276672
Trashcan,Office Supplies,Shamrock Farms,1554641762,989.9993538856506
Chair,Home Appliances,Shamrock Farms,1949064402,155.08025884628296
Tape,Personal Gadget,Shamrock Farms,1197704784,241.85675382614136
Eraser,Office Supplies,Shamrock Farms,1097539851,484.94821786880493
Iphone X,Office Supplies,Kraft,1333498549,246.97577953338623
Ipad Pro,Food,Kraft,1358868406,353.8218140602112
Macbook Pro,Home Appliances,Kraft,1503727523,982.3201298713684
XPS 13,Home Appliances,Kraft,1928859905,536.3261699676514
Noise Cancelling Series 2,Home Supplies,Kraft,1103572043,235.48364639282227
Inspiron,Personal Gadget,Kraft,1785302516,106.1895489692688
Macbook Air,Personal Gadget,Kraft,1174732389,501.9912123680115
Chips,Home Supplies,Kraft,1609509731,805.3265810012817
Milk,Office Supplies,Kraft,1521533962,949.9073624610901
Yoghurt,Home Appliances,Kraft,1509511558,253.74197959899902
Cheese,Home Supplies,Kraft,1802313742,389.843225479126
Chicken Breast,Personal Gadget,Kraft,1211218271,516.6881084442139
Frozen Pizza,Home Supplies,Kraft,1861989514,44.309377670288086
Bagels,Home Appliances,Kraft,1845864729,396.51066064834595
Bread,Food,Kraft,1745515463,829.9961090087891
Cookies,Personal Gadget,Kraft,1642832419,645.9513902664185
Sparkling Water,Home Supplies,Kraft,1637136981,42.36495494842529
Energy Drink,Personal Gadget,Kraft,1721899503,807.5393438339233
Soda,Personal Gadget,Kraft,1368891564,784.4050526618958
Root Beer,Office Supplies,Kraft,1269060669,223.41179847717285
Juice,Home Supplies,Kraft,1236195850,309.1890215873718
Toilet Paper,Home Appliances,Kraft,1941890732,787.9098057746887
Tooth Brush,Home Supplies,Kraft,1141781248,75.70135593414307
Mouthwash,Home Supplies,Kraft,1666226398,541.1609411239624
Toothpaste,Home Appliances,Kraft,1695474064,754.2005181312561
Soap,Home Appliances,Kraft,1603557995,238.28810453414917
Shampoo,Office Supplies,Kraft,1850782436,494.11559104919434
Shower Gel,Home Appliances,Kraft,1051438323,541.6895747184753
Dish Soap,Home Supplies,Kraft,1124983699,395.3045606613159
Towels,Personal Gadget,Kraft,1216525517,641.9659852981567
Cutlery,Office Supplies,Kraft,1983071004,541.6739583015442
Sanitizer,Home Supplies,Kraft,1016311985,538.5949611663818
Laundry Detergent,Home Supplies,Kraft,1763803814,982.0547699928284
Fabric Softener,Home Supplies,Kraft,1431500925,229.57146167755127
Dishwasher,Food,Kraft,1675128133,322.36528396606445
Refrigerator,Personal Gadget,Kraft,1072352989,948.2569098472595
TV,Office Supplies,Kraft,1113927657,849.0903973579407
Sound System,Office Supplies,Kraft,1930740281,827.064573764801
Microwave,Personal Gadget,Kraft,1489600937,388.7328505516052
Oven,Home Appliances,Kraft,1172339131,895.9154486656189
Electric Kettle,Home Supplies,Kraft,1111121032,51.02705955505371
Coffee Maker,Personal Gadget,Kraft,1953218619,776.3317227363586
Heater,Personal Gadget,Kraft,1682436695,63.35592269897461
Humidifier,Personal Gadget,Kraft,1810515172,400.40481090545654
Gaming Console,Office Supplies,Kraft,1831357623,616.1108613014221
Pen,Food,Kraft,1132026966,361.63657903671265
Pencil,Food,Kraft,1553094509,867.9405450820923
Notepad,Home Supplies,Kraft,1524140353,338.8682007789612
Sticky Notes,Home Appliances,Kraft,1802685720,448.3305811882019
Calendar,Office Supplies,Kraft,1806867666,375.3809928894043
Planner,Personal Gadget,Kraft,1932552458,213.24872970581055
Highlighter,Personal Gadget,Kraft,1619905808,546.0979342460632
Sharpener,Personal Gadget,Kraft,1594920368,6.313204765319824
Notebook,Food,Kraft,1741122537,813.0740523338318
Journal,Personal Gadget,Kraft,1856992164,429.85332012176514
Diary,Personal Gadget,Kraft,1730964978,212.71592378616333
Printer,Office Supplies,Kraft,1993343797,392.2133445739746
Trashcan,Home Supplies,Kraft,1220818660,200.10411739349365
Chair,Food,Kraft,1999457045,552.7114868164062
Tape,Home Supplies,Kraft,1373797230,212.23044395446777
Eraser,Home Appliances,Kraft,1727635815,894.9370384216309
Iphone X,Food,DiGiorno,1841919298,721.8525409698486
Ipad Pro,Home Supplies,DiGiorno,1487444614,11.810779571533203
Macbook Pro,Home Supplies,DiGiorno,1018851036,109.0739369392395
XPS 13,Home Appliances,DiGiorno,1423545519,349.4265675544739
Noise Cancelling Series 2,Food,DiGiorno,1902718159,153.8839340209961
Inspiron,Personal Gadget,DiGiorno,1321306733,526.6460180282593
Macbook Air,Home Supplies,DiGiorno,1314889961,378.04949283599854
Chips,Food,DiGiorno,1172354094,897.3620533943176
Milk,Home Appliances,DiGiorno,1209717456,570.392906665802
Yoghurt,Food,DiGiorno,1726496317,54.04633283615112
Cheese,Office Supplies,DiGiorno,1014190953,800.1800179481506
Chicken Breast,Office Supplies,DiGiorno,1871967882,864.5219802856445
Frozen Pizza,Home Appliances,DiGiorno,1278221063,946.7820525169373
Bagels,Office Supplies,DiGiorno,1422113181,596.876859664917
Bread,Office Supplies,DiGiorno,1834221375,90.77930450439453
Cookies,Office Supplies,DiGiorno,1283519950,506.17480278015137
Sparkling Water,Office Supplies,DiGiorno,1362976370,66.19292497634888
Energy Drink,Home Appliances,DiGiorno,1968864851,45.39954662322998
Soda,Food,DiGiorno,1961147328,562.6298189163208
Root Beer,Personal Gadget,DiGiorno,1568647305,314.2583966255188
Juice,Home Appliances,DiGiorno,1489549484,590.0042653083801
Toilet Paper,Office Supplies,DiGiorno,1071473455,993.5829639434814
Tooth Brush,Home Supplies,DiGiorno,1151502765,30.4756760597229
Mouthwash,Office Supplies,DiGiorno,1925150223,428.73597145080566
Toothpaste,Personal Gadget,DiGiorno,1673720258,758.7600946426392
Soap,Home Appliances,DiGiorno,1953722941,649.4120359420776
Shampoo,Home Appliances,DiGiorno,1420575205,222.60838747024536
Shower Gel,Personal Gadget,DiGiorno,1822528762,450.40005445480347
Dish Soap,Home Supplies,DiGiorno,1814034796,952.6833891868591
Towels,Office Supplies,DiGiorno,1698755398,541.2527918815613
Cutlery,Office Supplies,DiGiorno,1119540667,681.1425685882568
Sanitizer,Home Supplies,DiGiorno,1253931191,613.529622554779
Laundry Detergent,Personal Gadget,DiGiorno,1321755406,259.87708568573
Fabric Softener,Home Supplies,DiGiorno,1752889112,711.5877866744995
Dishwasher,Home Appliances,DiGiorno,1798106674,504.6502947807312
Refrigerator,Home Supplies,DiGiorno,1367337698,844.1869020462036
TV,Home Appliances,DiGiorno,1412798616,275.51019191741943
Sound System,Office Supplies,DiGiorno,1628145114,484.94499921798706
Microwave,Personal Gadget,DiGiorno,1625399055,315.14275074005127
Oven,Home Appliances,DiGiorno,1816341756,703.5751342773438
Electric Kettle,Home Supplies,DiGiorno,1127854242,586.7307186126709
Coffee Maker,Home Supplies,DiGiorno,1206833269,698.5991597175598
Heater,Home Supplies,DiGiorno,1299054622,515.957772731781
Humidifier,Home Appliances,DiGiorno,1179681071,595.7586765289307
Gaming Console,Personal Gadget,DiGiorno,1569729321,785.7435345649719
Pen,Home Appliances,DiGiorno,1950962312,492.63548851013184
Pencil,Food,DiGiorno,1310958455,247.9325532913208
Notepad,Home Appliances,DiGiorno,1838708599,905.1834344863892
Sticky Notes,Personal Gadget,DiGiorno,1551063153,397.43638038635254
Calendar,Personal Gadget,DiGiorno,1749903468,370.2201247215271
Planner,Personal Gadget,DiGiorno,1157791254,448.3104348182678
Highlighter,Food,DiGiorno,1773283381,921.8136668205261
Sharpener,Home Supplies,DiGiorno,1830910164,808.1315159797668
Notebook,Home Appliances,DiGiorno,1101649970,259.4321370124817
Journal,Personal Gadget,DiGiorno,1585528244,70.1528787612915
Diary,Food,DiGiorno,1839099963,510.3389620780945
Printer,Food,DiGiorno,1385290091,138.48835229873657
Trashcan,Office Supplies,DiGiorno,1816180166,734.7678542137146
Chair,Personal Gadget,DiGiorno,1239258377,829.5952677726746
Tape,Personal Gadget,DiGiorno,1223264459,484.7838282585144
Eraser,Personal Gadget,DiGiorno,1704655354,16.273975372314453
Iphone X,Food,Pepperidge Farm,1453844759,389.43803310394287
Ipad Pro,Home Supplies,Pepperidge Farm,1153168581,814.1074776649475
Macbook Pro,Home Appliances,Pepperidge Farm,1939963879,560.9880089759827
XPS 13,Home Appliances,Pepperidge Farm,1940328114,373.66777658462524
Noise Cancelling Series 2,Home Appliances,Pepperidge Farm,1267364114,588.8335704803467
Inspiron,Home Appliances,Pepperidge Farm,1360264814,906.9905877113342
Macbook Air,Food,Pepperidge Farm,1424364921,576.8070220947266
Chips,Home Appliances,Pepperidge Farm,1832310212,718.9585566520691
Milk,Home Supplies,Pepperidge Farm,1502934058,481.04584217071533
Yoghurt,Home Appliances,Pepperidge Farm,1527377774,261.6593837738037
Cheese,Home Supplies,Pepperidge Farm,1510417273,393.51528882980347
Chicken Breast,Personal Gadget,Pepperidge Farm,1742471302,813.9394521713257
Frozen Pizza,Home Supplies,Pepperidge Farm,1534104268,192.08437204360962
Bagels,Food,Pepperidge Farm,1928228053,993.8334226608276
Bread,Home Supplies,Pepperidge Farm,1337025469,521.7781662940979
Cookies,Home Supplies,Pepperidge Farm,1789971847,326.0011672973633
Sparkling Water,Personal Gadget,Pepperidge Farm,1451506136,591.4422869682312
Energy Drink,Personal Gadget,Pepperidge Farm,1255801962,850.5772352218628
Soda,Office Supplies,Pepperidge Farm,1017092387,51.68980360031128
Root Beer,Food,Pepperidge Farm,1039879171,817.8685307502747
Juice,Office Supplies,Pepperidge Farm,1412171751,877.9174089431763
Toilet Paper,Home Supplies,Pepperidge Farm,1745015787,862.2024059295654
Tooth Brush,Home Supplies,Pepperidge Farm,1225226798,908.7598919868469
Mouthwash,Office Supplies,Pepperidge Farm,1931286424,388.12172412872314
Toothpaste,Office Supplies,Pepperidge Farm,1264099621,506.1066746711731
Soap,Personal Gadget,Pepperidge Farm,1827622763,886.3627910614014
Shampoo,Office Supplies,Pepperidge Farm,1212446282,806.3609004020691
Shower Gel,Home Appliances,Pepperidge Farm,1647845838,382.08842277526855
Dish Soap,Food,Pepperidge Farm,1704886420,650.7465839385986
Towels,Food,Pepperidge Farm,1073543815,513.2471919059753
Cutlery,Personal Gadget,Pepperidge Farm,1139995634,520.0346112251282
Sanitizer,Food,Pepperidge Farm,1931479264,855.3873300552368
Laundry Detergent,Office Supplies,Pepperidge Farm,1507658674,489.0822768211365
Fabric Softener,Home Supplies,Pepperidge Farm,1486279417,16.5901780128479
Dishwasher,Home Supplies,Pepperidge Farm,1039440325,270.18630504608154
Refrigerator,Food,Pepperidge Farm,1919130327,891.3516998291016
TV,Home Appliances,Pepperidge Farm,1153201993,70.70469856262207
Sound System,Food,Pepperidge Farm,1314786633,907.2960615158081
Microwave,Home Appliances,Pepperidge Farm,1152483741,67.07882881164551
Oven,Home Supplies,Pepperidge Farm,1942774403,448.7529993057251
Electric Kettle,Personal Gadget,Pepperidge Farm,1544099657,439.80348110198975
Coffee Maker,Personal Gadget,Pepperidge Farm,1420181899,174.78883266448975
Heater,Food,Pepperidge Farm,1881495195,845.6730842590332
Humidifier,Home Supplies,Pepperidge Farm,1874504071,147.69399166107178
Gaming Console,Personal Gadget,Pepperidge Farm,1344856213,976.540744304657
Pen,Food,Pepperidge Farm,1892856815,485.7717752456665
Pencil,Home Appliances,Pepperidge Farm,1090525953,97.74088859558105
Notepad,Home Appliances,Pepperidge Farm,1521359090,289.2322540283203
Sticky Notes,Food,Pepperidge Farm,1891396262,632.2591304779053
Calendar,Office Supplies,Pepperidge Farm,1054070600,450.9012699127197
Planner,Personal Gadget,Pepperidge Farm,1036628307,494.81290578842163
Highlighter,Food,Pepperidge Farm,1778671877,448.2436776161194
Sharpener,Food,Pepperidge Farm,1543992151,847.4946022033691
Notebook,Office Supplies,Pepperidge Farm,1195809433,566.9488310813904
Journal,Home Appliances,Pepperidge Farm,1782583234,687.9040002822876
Diary,Home Appliances,Pepperidge Farm,1736050429,179.22812700271606
Printer,Home Appliances,Pepperidge Farm,1819588699,462.27359771728516
Trashcan,Personal Gadget,Pepperidge Farm,1413679620,595.3467488288879
Chair,Food,Pepperidge Farm,1544679444,68.59272718429565
Tape,Office Supplies,Pepperidge Farm,1696722983,731.2071323394775
Eraser,Home Supplies,Pepperidge Farm,1632656978,854.9298644065857
Iphone X,Home Appliances,Klarbrunn,1669827971,947.5815296173096
Ipad Pro,Office Supplies,Klarbrunn,1062977568,780.9149622917175
Macbook Pro,Food,Klarbrunn,1118819562,180.55623769760132
XPS 13,Home Appliances,Klarbrunn,1498123447,878.6868453025818
Noise Cancelling Series 2,Food,Klarbrunn,1786359317,113.72184753417969
Inspiron,Personal Gadget,Klarbrunn,1746531027,684.6621036529541
Macbook Air,Office Supplies,Klarbrunn,1816267644,59.5623254776001
Chips,Office Supplies,Klarbrunn,1605584340,904.506266117096
Milk,Home Supplies,Klarbrunn,1414447713,292.43505001068115
Yoghurt,Home Appliances,Klarbrunn,1042324348,288.06060552597046
